units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update
172,0.22,364.22,3,195,0.02,Home Appliances,Europe,0.0218,1.56,34.01,Dec-2023
196,0.18,216.61,16,430,0.04,Electronics,Europe,0.1582,0.68,107.58,Jul-2024
191,0.24,720.05,38,421,0.09,Toys,Europe,0.0292,0.8,23.36,Apr-2024
213,0.25,238.43,49,452,0.11,Clothing,North America,0.0565,1.94,109.61,Jul-2024
180,0.28,281.11,40,35,1.14,Clothing,Europe,0.1061,1.6,169.76,Apr-2024
197,0.16,797.09,17,365,0.05,Books,North America,0.0579,0.4,23.16,Jan-2024
163,0.15,168.84,41,83,0.49,Books,Europe,0.0506,0.16,8.1,Apr-2024
214,0.26,255.48,29,141,0.21,Clothing,North America,0.1747,1.95,340.66,Jun-2024
174,0.05,671.46,38,86,0.44,Home Appliances,Europe,0.195,0.87,169.65,Jan-2024
213,0.24,369.09,24,94,0.26,Clothing,North America,0.0599,0.64,38.34,Mar-2024
193,0.29,343.24,22,148,0.15,Books,North America,0.1542,1.88,289.9,Apr-2024
213,0.25,343.7,9,116,0.08,Clothing,North America,0.0495,1.44,71.28,Sep-2024
182,0.01,1655.36,46,112,0.41,Electronics,Asia,0.1564,1.12,175.17,Jul-2024
165,0.1,170.48,6,62,0.1,Clothing,Asia,0.0108,0.64,6.91,May-2024
181,0.23,534.56,22,358,0.06,Clothing,Europe,0.1408,0.79,111.23,Jan-2024
200,0.09,294.11,0,476,0.0,Electronics,Europe,0.1589,1.97,313.03,Aug-2024
175,0.05,1580.0,30,341,0.09,Home Appliances,Europe,0.0196,1.64,32.14,Sep-2024
196,0.04,906.28,14,431,0.03,Books,North America,0.0387,0.62,23.99,Aug-2024
198,0.09,389.28,2,397,0.01,Electronics,Europe,0.1608,0.43,69.14,Apr-2024
191,0.02,1450.74,9,476,0.02,Toys,Europe,0.1581,1.44,227.66,Dec-2024
150,0.18,301.01,13,165,0.08,Books,Asia,0.0596,1.59,94.76,Sep-2024
195,0.15,357.66,40,338,0.12,Books,North America,0.0436,0.77,33.57,Sep-2024
166,0.07,274.7,38,54,0.7,Books,Europe,0.0177,0.84,14.87,Jun-2024
200,0.25,422.22,31,422,0.07,Electronics,Europe,0.1552,0.65,100.88,Jan-2024
196,0.21,91.5,13,480,0.03,Electronics,Europe,0.1308,1.06,138.65,Feb-2024
150,0.14,187.6,40,211,0.19,Books,Asia,0.0505,0.76,38.38,Mar-2024
199,0.05,396.12,48,63,0.76,Electronics,Europe,0.1473,1.27,187.07,Nov-2024
225,0.27,1008.12,41,398,0.1,Toys,North America,0.0732,1.53,112.0,Nov-2024
151,0.28,1061.92,7,53,0.13,Books,Asia,0.0999,1.87,186.81,Mar-2024
188,0.27,265.54,32,75,0.43,Toys,Europe,0.1978,1.96,387.69,Jul-2024
188,0.09,240.68,48,249,0.19,Toys,Europe,0.035,0.34,11.9,Mar-2024
188,0.08,378.32,28,65,0.43,Toys,Europe,0.1329,0.81,107.65,Nov-2024
188,0.29,189.89,48,255,0.19,Toys,Europe,0.1904,0.5,95.2,Oct-2024
167,0.09,524.92,36,488,0.07,Books,Europe,0.1332,0.47,62.6,Jan-2024
189,0.25,233.18,34,440,0.08,Toys,Europe,0.0149,1.53,22.8,Feb-2024
195,0.01,892.5,26,10,2.6,Books,North America,0.0566,0.95,53.77,Mar-2024
213,0.18,262.83,48,70,0.69,Clothing,North America,0.1079,1.62,174.8,Jul-2024
217,0.14,1023.5,13,282,0.05,Clothing,North America,0.0903,0.32,28.9,Jan-2024
203,0.26,28.06,32,120,0.27,Home Appliances,North America,0.1267,0.29,36.74,Feb-2024
158,0.16,780.34,38,347,0.11,Home Appliances,Asia,0.131,0.16,20.96,Jul-2024
152,0.15,995.42,13,156,0.08,Books,Asia,0.1611,1.23,198.15,Jan-2024
232,0.2,11.51,32,289,0.11,Electronics,North America,0.1359,0.2,27.18,Oct-2024
157,0.26,658.85,16,374,0.04,Home Appliances,Asia,0.0614,0.29,17.81,Oct-2024
171,0.23,302.82,29,386,0.08,Toys,Asia,0.0352,0.16,5.63,Sep-2024
158,0.01,335.29,21,161,0.13,Home Appliances,Asia,0.1487,0.42,62.45,Jan-2024
160,0.23,585.72,48,180,0.27,Home Appliances,Asia,0.1783,0.76,135.51,Apr-2024
214,0.17,74.67,42,153,0.27,Clothing,North America,0.0974,0.94,91.56,Aug-2024
200,0.1,1096.39,0,189,0.0,Electronics,Europe,0.1622,1.58,256.28,Aug-2024
167,0.17,311.95,38,189,0.2,Clothing,Asia,0.0681,0.15,10.21,Jan-2024
167,0.04,1351.64,48,318,0.15,Books,Europe,0.1334,1.88,250.79,Sep-2024
174,0.06,848.35,34,434,0.08,Home Appliances,Europe,0.0402,1.32,53.06,Dec-2023
181,0.23,145.42,8,208,0.04,Clothing,Europe,0.1146,1.38,158.15,Dec-2023
166,0.22,616.28,36,340,0.11,Books,Europe,0.0819,1.63,133.5,Aug-2024
189,0.27,265.54,23,258,0.09,Toys,Europe,0.0803,1.0,80.3,Oct-2024
191,0.11,435.62,23,297,0.08,Toys,Europe,0.0516,1.68,86.69,Dec-2023
208,0.04,852.83,19,57,0.33,Home Appliances,North America,0.0239,1.24,29.64,Jan-2024
175,0.04,678.53,49,214,0.23,Home Appliances,Europe,0.0404,1.79,72.32,Jan-2024
168,0.18,1533.43,8,104,0.08,Clothing,Asia,0.0265,1.07,28.36,May-2024
175,0.29,468.83,36,235,0.15,Toys,Asia,0.0892,0.2,17.84,Jun-2024
192,0.14,1110.95,46,159,0.29,Toys,Europe,0.1968,0.88,173.18,Apr-2024
238,0.2,1131.78,25,89,0.28,Electronics,North America,0.0588,1.74,102.31,Sep-2024
176,0.22,1528.39,16,181,0.09,Home Appliances,Europe,0.1996,0.16,31.94,Sep-2024
151,0.24,219.2,27,336,0.08,Books,Asia,0.0857,1.04,89.13,Feb-2024
235,0.26,124.93,40,481,0.08,Electronics,North America,0.126,1.79,225.54,Jul-2024
196,0.11,57.55,38,132,0.29,Books,North America,0.047,1.95,91.65,Aug-2024
174,0.27,653.12,2,83,0.02,Toys,Asia,0.0991,1.28,126.85,Jul-2024
175,0.05,452.39,9,193,0.05,Toys,Asia,0.0493,1.29,63.6,Mar-2024
175,0.19,575.33,23,242,0.1,Toys,Asia,0.0375,1.74,65.25,Aug-2024
198,0.02,261.81,48,343,0.14,Electronics,Europe,0.0303,1.73,52.42,Sep-2024
185,0.08,1430.12,21,376,0.06,Clothing,Europe,0.0696,0.64,44.54,May-2024
181,0.19,568.85,39,57,0.68,Electronics,Asia,0.0109,0.94,10.25,Mar-2024
214,0.1,382.1,44,362,0.12,Clothing,North America,0.0215,1.58,33.97,Apr-2024
166,0.11,536.24,42,91,0.46,Books,Europe,0.1558,0.1,15.58,Jun-2024
152,0.1,392.31,37,241,0.15,Books,Asia,0.093,1.9,176.7,Feb-2024
167,0.08,1155.2,4,480,0.01,Books,Europe,0.0319,0.28,8.93,Apr-2024
175,0.21,804.25,24,34,0.71,Toys,Asia,0.0547,0.49,26.8,Nov-2024
157,0.12,312.22,41,403,0.1,Home Appliances,Asia,0.0159,1.97,31.32,Mar-2024
237,0.17,76.77,10,461,0.02,Electronics,North America,0.1607,1.72,276.4,Sep-2024
172,0.24,76.86,14,51,0.27,Toys,Asia,0.055,1.25,68.75,Feb-2024
224,0.07,91.46,28,183,0.15,Toys,North America,0.1243,0.83,103.17,Jan-2024
237,0.18,502.75,49,371,0.13,Electronics,North America,0.0668,0.63,42.08,Sep-2024
166,0.05,741.34,45,463,0.1,Books,Europe,0.1276,1.92,244.99,Dec-2023
181,0.29,243.45,43,148,0.29,Clothing,Europe,0.0573,1.02,58.45,Oct-2024
182,0.27,66.08,27,293,0.09,Clothing,Europe,0.1358,0.84,114.07,Feb-2024
173,0.08,149.37,29,404,0.07,Toys,Asia,0.1523,0.48,73.1,Sep-2024
182,0.12,1004.39,10,110,0.09,Electronics,Asia,0.1093,1.93,210.95,Sep-2024
192,0.01,400.74,11,444,0.02,Toys,Europe,0.1656,0.17,28.15,Apr-2024
172,0.28,178.96,22,303,0.07,Toys,Asia,0.0486,1.91,92.83,Mar-2024
165,0.0,296.12,45,401,0.11,Books,Europe,0.157,1.13,177.41,Jun-2024
237,0.05,1030.16,31,356,0.09,Electronics,North America,0.1371,0.78,106.94,Mar-2024
165,0.09,300.37,47,302,0.16,Clothing,Asia,0.0317,0.49,15.53,Aug-2024
175,0.15,115.94,43,318,0.14,Toys,Asia,0.1291,1.06,136.85,Feb-2024
197,0.25,139.25,35,452,0.08,Books,North America,0.1924,1.86,357.86,Jan-2024
215,0.19,459.4,13,37,0.35,Clothing,North America,0.1597,0.64,102.21,Aug-2024
181,0.26,135.52,10,259,0.04,Clothing,Europe,0.1273,0.37,47.1,Feb-2024
174,0.12,112.29,25,68,0.37,Home Appliances,Europe,0.0362,0.45,16.29,Nov-2024
159,0.13,1027.4,28,149,0.19,Home Appliances,Asia,0.1955,0.7,136.85,Jun-2024
200,0.06,627.99,32,427,0.07,Electronics,Europe,0.0495,1.05,51.98,Oct-2024
199,0.19,650.04,40,239,0.17,Electronics,Europe,0.1023,0.75,76.73,Jul-2024
167,0.11,614.05,37,379,0.1,Clothing,Asia,0.1384,1.74,240.82,Nov-2024
196,0.16,193.47,36,76,0.47,Books,North America,0.1512,1.07,161.78,Jun-2024
200,0.02,1186.5,7,23,0.3,Electronics,Europe,0.1121,0.44,49.32,May-2024
200,0.03,422.71,0,290,0.0,Electronics,Europe,0.1772,1.23,217.96,Dec-2023
166,0.14,539.96,20,270,0.07,Clothing,Asia,0.1365,0.84,114.66,Aug-2024
208,0.24,990.68,42,167,0.25,Home Appliances,North America,0.0168,0.95,15.96,Nov-2024
227,0.09,260.06,39,435,0.09,Toys,North America,0.0673,1.86,125.18,Oct-2024
235,0.08,861.41,48,80,0.6,Electronics,North America,0.1142,0.15,17.13,Oct-2024
167,0.3,57.77,33,181,0.18,Books,Europe,0.0618,0.62,38.32,Oct-2024
183,0.08,588.84,19,236,0.08,Electronics,Asia,0.0442,0.83,36.69,Dec-2023
182,0.01,640.78,22,494,0.04,Electronics,Asia,0.0674,1.03,69.42,Apr-2024
174,0.23,30.28,2,115,0.02,Home Appliances,Europe,0.1388,0.21,29.15,Sep-2024
175,0.06,1744.11,15,193,0.08,Toys,Asia,0.1076,1.23,132.35,Nov-2024
198,0.21,1464.22,37,158,0.23,Books,North America,0.1711,0.64,109.5,Aug-2024
198,0.01,381.94,32,313,0.1,Books,North America,0.0674,1.13,76.16,Nov-2024
215,0.01,846.93,2,189,0.01,Clothing,North America,0.1489,0.15,22.34,Sep-2024
150,0.01,458.04,12,82,0.15,Books,Asia,0.0341,1.71,58.31,Feb-2024
173,0.05,180.66,12,252,0.05,Home Appliances,Europe,0.0398,0.85,33.83,May-2024
181,0.23,544.37,47,113,0.42,Electronics,Asia,0.1289,0.18,23.2,Oct-2024
192,0.27,340.44,12,498,0.02,Toys,Europe,0.0441,1.31,57.77,Sep-2024
150,0.16,260.02,38,487,0.08,Books,Asia,0.1302,1.78,231.76,Jul-2024
218,0.18,600.67,41,297,0.14,Clothing,North America,0.0292,1.57,45.84,Aug-2024
198,0.08,642.12,15,351,0.04,Books,North America,0.1415,0.38,53.77,Dec-2023
176,0.1,609.62,12,227,0.05,Home Appliances,Europe,0.0244,1.83,44.65,Sep-2024
172,0.2,228.21,39,92,0.42,Toys,Asia,0.1294,0.67,86.7,Jun-2024
208,0.04,1362.43,0,101,0.0,Home Appliances,North America,0.1029,0.44,45.28,Jan-2024
181,0.16,702.27,6,145,0.04,Electronics,Asia,0.1766,1.51,266.67,Mar-2024
235,0.13,581.25,8,18,0.44,Electronics,North America,0.1347,0.46,61.96,Apr-2024
165,0.12,260.59,35,400,0.09,Books,Europe,0.0239,0.92,21.99,Apr-2024
165,0.29,58.16,4,330,0.01,Clothing,Asia,0.1064,1.65,175.56,Mar-2024
208,0.01,404.71,33,399,0.08,Home Appliances,North America,0.149,1.2,178.8,Jan-2024
180,0.27,101.46,12,160,0.07,Electronics,Asia,0.1934,1.86,359.72,Jan-2024
225,0.18,616.38,48,126,0.38,Toys,North America,0.1484,0.13,19.29,Nov-2024
207,0.23,868.63,2,169,0.01,Home Appliances,North America,0.0275,0.22,6.05,Aug-2024
197,0.18,832.07,10,155,0.06,Books,North America,0.1528,0.38,58.06,Oct-2024
152,0.09,454.93,24,283,0.08,Books,Asia,0.1241,0.9,111.69,Mar-2024
217,0.24,953.63,36,332,0.11,Clothing,North America,0.1323,0.89,117.75,Jan-2024
235,0.02,425.07,49,12,4.08,Electronics,North America,0.0376,0.23,8.65,Dec-2024
160,0.24,920.09,34,431,0.08,Home Appliances,Asia,0.1319,1.75,230.82,Mar-2024
237,0.0,886.8,16,24,0.67,Electronics,North America,0.1369,1.43,195.77,May-2024
165,0.17,138.24,38,365,0.1,Books,Europe,0.1945,0.71,138.1,Mar-2024
181,0.19,677.16,11,242,0.05,Electronics,Asia,0.1695,1.35,228.82,Aug-2024
189,0.06,219.23,1,310,0.0,Toys,Europe,0.0886,1.45,128.47,Jun-2024
175,0.09,1170.79,28,198,0.14,Home Appliances,Europe,0.0798,0.47,37.51,Dec-2023
204,0.18,367.62,46,93,0.49,Home Appliances,North America,0.14,1.72,240.8,Apr-2024
191,0.27,689.06,48,80,0.6,Toys,Europe,0.0921,1.21,111.44,Apr-2024
200,0.07,403.21,4,230,0.02,Electronics,Europe,0.1447,0.33,47.75,Jun-2024
182,0.27,508.42,17,113,0.15,Clothing,Europe,0.1723,1.02,175.75,Apr-2024
166,0.19,522.63,35,347,0.1,Books,Europe,0.1131,1.83,206.97,Sep-2024
175,0.27,938.96,10,39,0.26,Toys,Asia,0.1768,0.43,76.02,Jun-2024
197,0.27,657.55,3,380,0.01,Books,North America,0.147,0.77,113.19,Apr-2024
167,0.16,625.82,21,389,0.05,Books,Europe,0.0154,0.46,7.08,Oct-2024
225,0.09,906.56,45,13,3.46,Toys,North America,0.1325,0.92,121.9,Jan-2024
215,0.08,806.21,1,128,0.01,Clothing,North America,0.1888,0.37,69.86,Jun-2024
237,0.06,766.42,45,50,0.9,Electronics,North America,0.0825,0.75,61.88,Dec-2023
173,0.15,698.55,14,300,0.05,Toys,Asia,0.0602,0.36,21.67,Dec-2023
175,0.06,756.75,4,344,0.01,Home Appliances,Europe,0.0392,0.3,11.76,Mar-2024
192,0.09,1134.23,14,319,0.04,Toys,Europe,0.023,1.71,39.33,May-2024
176,0.26,841.29,14,284,0.05,Home Appliances,Europe,0.0982,0.4,39.28,Jan-2024
200,0.02,522.26,49,169,0.29,Electronics,Europe,0.0891,1.3,115.83,Sep-2024
174,0.17,19.89,38,355,0.11,Home Appliances,Europe,0.1013,1.74,176.26,May-2024
176,0.06,1673.84,42,305,0.14,Home Appliances,Europe,0.1633,0.96,156.77,Sep-2024
166,0.27,182.51,44,172,0.26,Clothing,Asia,0.0667,1.41,94.05,Feb-2024
183,0.09,566.97,20,379,0.05,Electronics,Asia,0.113,0.56,63.28,Sep-2024
157,0.03,99.13,37,154,0.24,Home Appliances,Asia,0.0717,1.74,124.76,Aug-2024
175,0.01,400.24,38,497,0.08,Toys,Asia,0.1315,0.17,22.36,Oct-2024
173,0.26,33.68,35,495,0.07,Toys,Asia,0.0611,0.64,39.1,Dec-2023
152,0.29,417.54,18,256,0.07,Books,Asia,0.1557,0.38,59.17,Sep-2024
195,0.16,350.59,49,439,0.11,Books,North America,0.0148,0.86,12.73,May-2024
208,0.13,54.84,26,65,0.4,Home Appliances,North America,0.0992,1.62,160.7,Jul-2024
192,0.24,1118.82,26,346,0.08,Toys,Europe,0.1147,0.99,113.55,Feb-2024
174,0.0,290.06,42,492,0.09,Home Appliances,Europe,0.0461,1.84,84.82,Jun-2024
167,0.18,1153.86,31,46,0.67,Clothing,Asia,0.0236,0.4,9.44,Dec-2024
185,0.3,980.36,32,67,0.48,Clothing,Europe,0.1055,1.74,183.57,Feb-2024
192,0.09,1073.63,34,260,0.13,Toys,Europe,0.1565,1.23,192.5,Jul-2024
173,0.15,696.51,25,214,0.12,Toys,Asia,0.0244,1.9,46.36,Apr-2024
173,0.1,313.29,13,356,0.04,Toys,Asia,0.0549,1.39,76.31,Sep-2024
167,0.22,393.82,33,265,0.12,Clothing,Asia,0.089,0.97,86.33,May-2024
217,0.29,448.9,20,435,0.05,Clothing,North America,0.1975,1.2,237.0,Dec-2023
218,0.07,1746.24,12,222,0.05,Clothing,North America,0.0686,0.1,6.86,Jul-2024
158,0.13,403.89,42,91,0.46,Home Appliances,Asia,0.1638,1.15,188.37,Oct-2024
173,0.01,526.8,32,161,0.2,Toys,Asia,0.0241,1.27,30.61,Feb-2024
235,0.17,443.47,9,288,0.03,Electronics,North America,0.0402,1.0,40.2,Jun-2024
172,0.16,410.65,27,112,0.24,Toys,Asia,0.1031,0.44,45.36,Jun-2024
235,0.09,389.28,26,489,0.05,Electronics,North America,0.089,0.65,57.85,Oct-2024
167,0.16,187.79,11,139,0.08,Books,Europe,0.1635,1.38,225.63,Jun-2024
160,0.17,1275.81,22,255,0.09,Home Appliances,Asia,0.1218,1.92,233.86,May-2024
175,0.13,371.84,19,88,0.22,Toys,Asia,0.0613,1.44,88.27,Nov-2024
167,0.2,77.59,46,410,0.11,Books,Europe,0.0879,1.74,152.95,Feb-2024
200,0.29,69.1,18,418,0.04,Electronics,Europe,0.032,1.75,56.0,Oct-2024
168,0.11,748.99,28,353,0.08,Books,Europe,0.024,0.13,3.12,Feb-2024
198,0.03,391.46,25,121,0.21,Electronics,Europe,0.1985,1.5,297.75,Oct-2024
218,0.15,1376.49,37,120,0.31,Clothing,North America,0.1782,1.48,263.74,Nov-2024
238,0.11,510.22,48,162,0.3,Electronics,North America,0.0922,0.44,40.57,Dec-2023
215,0.02,599.52,9,188,0.05,Clothing,North America,0.1891,1.33,251.5,Jan-2024
234,0.23,36.36,1,362,0.0,Electronics,North America,0.1317,0.95,125.12,Mar-2024
157,0.29,193.23,23,197,0.12,Home Appliances,Asia,0.1348,0.88,118.62,Feb-2024
160,0.25,259.08,48,217,0.22,Home Appliances,Asia,0.1089,0.73,79.5,Sep-2024
181,0.09,679.52,4,425,0.01,Electronics,Asia,0.1392,1.88,261.7,Mar-2024
193,0.15,696.73,37,467,0.08,Toys,Europe,0.0983,1.04,102.23,Feb-2024
175,0.09,932.53,14,266,0.05,Toys,Asia,0.0209,0.94,19.65,Jul-2024
201,0.11,1052.34,26,389,0.07,Electronics,Europe,0.0201,0.83,16.68,Mar-2024
181,0.01,492.59,18,410,0.04,Clothing,Europe,0.0919,0.61,56.06,Dec-2023
198,0.14,372.58,4,306,0.01,Electronics,Europe,0.1369,1.69,231.36,Dec-2024
237,0.2,844.54,27,272,0.1,Electronics,North America,0.0394,1.24,48.86,Apr-2024
168,0.1,1070.75,32,190,0.17,Books,Europe,0.0884,0.69,61.0,Jul-2024
192,0.06,284.82,36,174,0.21,Toys,Europe,0.1823,1.23,224.23,May-2024
207,0.09,1193.69,34,174,0.2,Home Appliances,North America,0.0474,1.57,74.42,Feb-2024
165,0.11,98.07,32,228,0.14,Books,Europe,0.0274,1.43,39.18,Mar-2024
174,0.24,653.84,20,376,0.05,Toys,Asia,0.0439,0.14,6.15,Jun-2024
180,0.18,248.36,20,455,0.04,Electronics,Asia,0.0926,0.65,60.19,Jul-2024
175,0.26,844.37,41,465,0.09,Toys,Asia,0.0168,1.98,33.26,Jun-2024
174,0.1,1252.42,16,443,0.04,Toys,Asia,0.095,1.68,159.6,Oct-2024
157,0.05,345.17,14,278,0.05,Home Appliances,Asia,0.096,1.88,180.48,Dec-2024
182,0.13,679.35,44,383,0.11,Clothing,Europe,0.0263,1.66,43.66,Feb-2024
201,0.2,490.14,47,221,0.21,Electronics,Europe,0.1062,0.37,39.29,Nov-2024
191,0.26,405.16,27,369,0.07,Toys,Europe,0.1618,1.48,239.46,Aug-2024
174,0.25,19.46,44,335,0.13,Home Appliances,Europe,0.1297,0.51,66.15,Aug-2024
181,0.27,676.34,0,44,0.0,Electronics,Asia,0.1455,0.51,74.2,Dec-2023
174,0.08,596.68,26,368,0.07,Home Appliances,Europe,0.1413,0.49,69.24,Jul-2024
181,0.3,323.47,28,463,0.06,Electronics,Asia,0.03,0.52,15.6,Oct-2024
168,0.25,1405.02,24,476,0.05,Clothing,Asia,0.0397,1.75,69.47,Feb-2024
237,0.15,970.15,0,457,0.0,Electronics,North America,0.0431,1.04,44.82,Jul-2024
193,0.08,83.76,39,25,1.56,Toys,Europe,0.0875,1.49,130.38,Dec-2023
167,0.0,571.32,44,197,0.22,Clothing,Asia,0.0411,0.75,30.82,Jan-2024
214,0.24,232.8,19,183,0.1,Clothing,North America,0.1354,1.72,232.89,May-2024
197,0.07,863.64,4,262,0.02,Books,North America,0.1734,0.94,163.0,Jan-2024
174,0.15,362.05,33,111,0.3,Home Appliances,Europe,0.0476,1.82,86.63,May-2024
168,0.16,477.59,31,176,0.18,Clothing,Asia,0.0281,1.44,40.46,Aug-2024
176,0.15,797.54,20,157,0.13,Home Appliances,Europe,0.1654,0.41,67.81,Feb-2024
215,0.12,206.47,44,300,0.15,Clothing,North America,0.1197,0.74,88.58,Sep-2024
196,0.09,175.54,14,364,0.04,Books,North America,0.1882,0.7,131.74,May-2024
157,0.02,447.12,37,407,0.09,Home Appliances,Asia,0.0358,0.83,29.71,Jul-2024
192,0.29,545.68,25,273,0.09,Toys,Europe,0.1149,1.61,184.99,Aug-2024
215,0.29,401.62,11,294,0.04,Clothing,North America,0.1054,0.34,35.84,Dec-2023
183,0.03,355.49,15,116,0.13,Clothing,Europe,0.1083,0.71,76.89,Mar-2024
235,0.19,161.16,27,171,0.16,Electronics,North America,0.1783,0.66,117.68,Sep-2024
181,0.08,188.12,28,409,0.07,Electronics,Asia,0.0759,1.83,138.9,Jan-2024
224,0.22,293.16,45,190,0.24,Toys,North America,0.0477,1.74,83.0,Apr-2024
153,0.19,1227.93,10,178,0.06,Books,Asia,0.1385,0.53,73.41,Feb-2024
168,0.28,527.41,1,129,0.01,Clothing,Asia,0.1646,0.31,51.03,Oct-2024
198,0.01,726.82,46,87,0.53,Books,North America,0.056,0.36,20.16,Jun-2024
199,0.29,593.56,36,433,0.08,Electronics,Europe,0.0204,1.73,35.29,Mar-2024
172,0.17,137.02,46,227,0.2,Toys,Asia,0.1532,0.28,42.9,Jul-2024
182,0.26,484.36,47,454,0.1,Electronics,Asia,0.1347,1.34,180.5,Jun-2024
197,0.29,109.42,39,376,0.1,Books,North America,0.0683,0.88,60.1,Sep-2024
158,0.19,162.53,15,105,0.14,Home Appliances,Asia,0.1924,0.11,21.16,Aug-2024
218,0.15,328.51,9,190,0.05,Clothing,North America,0.0247,0.26,6.42,Feb-2024
238,0.25,480.03,28,65,0.43,Electronics,North America,0.0923,1.57,144.91,Dec-2023
224,0.01,283.9,41,298,0.14,Toys,North America,0.1171,0.45,52.7,Dec-2024
180,0.01,235.44,44,266,0.17,Electronics,Asia,0.053,1.77,93.81,Apr-2024
175,0.22,97.41,48,151,0.32,Home Appliances,Europe,0.187,1.19,222.53,Sep-2024
157,0.07,80.46,41,165,0.25,Home Appliances,Asia,0.0484,1.99,96.32,Jan-2024
192,0.26,207.88,10,138,0.07,Toys,Europe,0.1275,1.55,197.63,Dec-2023
165,0.05,330.82,6,152,0.04,Clothing,Asia,0.0862,1.5,129.3,Oct-2024
235,0.01,699.22,34,274,0.12,Electronics,North America,0.145,0.49,71.05,Sep-2024
183,0.21,1115.99,41,174,0.24,Clothing,Europe,0.1852,0.37,68.52,Sep-2024
201,0.03,1569.27,18,453,0.04,Electronics,Europe,0.0326,1.28,41.73,Jan-2024
234,0.12,134.79,19,442,0.04,Electronics,North America,0.1065,1.48,157.62,Apr-2024
168,0.08,1155.26,42,383,0.11,Clothing,Asia,0.0313,0.23,7.2,Jul-2024
175,0.22,455.27,18,60,0.3,Toys,Asia,0.0873,1.04,90.79,Jun-2024
183,0.11,1172.9,45,221,0.2,Clothing,Europe,0.162,0.76,123.12,Feb-2024
238,0.18,77.08,45,216,0.21,Electronics,North America,0.1175,1.6,188.0,Oct-2024
158,0.11,65.4,27,499,0.05,Home Appliances,Asia,0.1341,1.55,207.86,Mar-2024
204,0.18,60.76,5,467,0.01,Home Appliances,North America,0.0372,0.88,32.74,Jun-2024
206,0.2,506.93,43,104,0.41,Home Appliances,North America,0.1282,1.73,221.79,Jun-2024
234,0.07,326.56,30,198,0.15,Electronics,North America,0.1781,1.35,240.44,Jun-2024
235,0.12,150.46,24,285,0.08,Electronics,North America,0.0111,0.24,2.66,May-2024
218,0.19,375.39,42,320,0.13,Clothing,North America,0.197,0.11,21.67,Oct-2024
174,0.27,448.77,36,175,0.21,Toys,Asia,0.1326,1.84,243.98,Apr-2024
198,0.18,284.22,13,158,0.08,Electronics,Europe,0.1792,1.2,215.04,Jul-2024
183,0.25,729.72,42,424,0.1,Clothing,Europe,0.1879,1.77,332.58,Dec-2024
192,0.13,583.6,38,34,1.12,Toys,Europe,0.1535,0.32,49.12,Apr-2024
165,0.24,370.24,25,160,0.16,Clothing,Asia,0.1277,0.57,72.79,Nov-2024
174,0.12,344.98,5,392,0.01,Home Appliances,Europe,0.179,0.5,89.5,Nov-2024
197,0.15,1006.57,37,92,0.4,Books,North America,0.1081,1.17,126.48,Apr-2024
171,0.07,13.79,29,110,0.26,Toys,Asia,0.0992,1.09,108.13,Oct-2024
207,0.03,928.1,47,242,0.19,Home Appliances,North America,0.1914,1.11,212.45,Jun-2024
165,0.18,510.15,49,72,0.68,Books,Europe,0.0766,1.53,117.2,Feb-2024
183,0.16,210.1,13,102,0.13,Clothing,Europe,0.1216,1.24,150.78,Aug-2024
188,0.22,47.74,35,49,0.71,Toys,Europe,0.1295,0.95,123.02,Dec-2024
188,0.2,327.77,4,42,0.1,Toys,Europe,0.013,1.42,18.46,Nov-2024
237,0.24,452.35,25,244,0.1,Electronics,North America,0.1678,0.76,127.53,Jan-2024
206,0.07,1324.58,3,109,0.03,Home Appliances,North America,0.161,1.22,196.42,Oct-2024
178,0.0,302.88,18,31,0.58,Electronics,Asia,0.1297,1.45,188.06,May-2024
173,0.18,325.72,46,73,0.63,Home Appliances,Europe,0.0441,0.38,16.76,Sep-2024
235,0.16,366.06,22,347,0.06,Electronics,North America,0.0175,1.43,25.02,Oct-2024
195,0.12,734.57,8,42,0.19,Books,North America,0.1275,1.51,192.52,Feb-2024
234,0.21,83.98,18,398,0.05,Electronics,North America,0.0765,1.09,83.38,Nov-2024
214,0.16,612.6,7,497,0.01,Clothing,North America,0.0451,0.79,35.63,Mar-2024
163,0.22,27.77,37,90,0.41,Books,Europe,0.1223,0.98,119.85,May-2024
199,0.09,819.76,36,353,0.1,Electronics,Europe,0.1206,1.8,217.08,Sep-2024
222,0.16,306.97,18,431,0.04,Toys,North America,0.1753,1.06,185.82,Dec-2024
215,0.09,359.4,36,221,0.16,Clothing,North America,0.1632,1.89,308.45,Oct-2024
192,0.01,1871.54,29,460,0.06,Toys,Europe,0.1362,0.87,118.49,Mar-2024
180,0.15,198.14,22,394,0.06,Clothing,Europe,0.0434,0.59,25.61,Mar-2024
237,0.06,894.2,9,378,0.02,Electronics,North America,0.0884,0.13,11.49,Mar-2024
234,0.29,375.11,6,430,0.01,Electronics,North America,0.1331,1.99,264.87,May-2024
192,0.17,164.31,37,98,0.38,Toys,Europe,0.0721,0.37,26.68,Jan-2024
180,0.27,107.78,34,260,0.13,Clothing,Europe,0.073,0.36,26.28,Sep-2024
183,0.25,1163.25,13,417,0.03,Clothing,Europe,0.096,0.32,30.72,Apr-2024
